provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id
preys on,,preysOn,http://purl.obolibrary.org/obo/RO_0002439
is predated by,,preyedUponBy,http://purl.obolibrary.org/obo/RO_0002458
,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506
